bank_id,legal_name,web_address,total_assets_thousands,total_deposits_thousands,net_income_thousands,hq_city,hq_state,total_branches,thalux_asset_tier,extracted_at
30441,First Federal Bank of Louisiana,www.ffbla.bank,1175492,1019371,1105,Lake Charles,Louisiana,16,Tier 2: Regional Bank,2026-06-26T14:42:54Z
30447,Rayne Building and Loan Association,www.raynebuildingloan.com,51468,36583,-291,Rayne,Louisiana,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
30470,Manasquan Bank,www.manasquanbank.com,3459562,2994712,3317,Manasquan,New Jersey,15,Tier 2: Regional Bank,2026-06-26T14:42:54Z
30516,Crossbridge Community Bank,www.Crossbridge.bank,215458,186417,706,Tomahawk,Wisconsin,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
30530,Lake Shore Bank,www.mylsbank.com,721509,587515,1938,Dunkirk,New York,11,Tier 1: Community Bank,2026-06-26T14:42:54Z
30544,Marquette Savings Bank,www.marquettesavings.com,1410572,1076065,1803,Erie,Pennsylvania,11,Tier 2: Regional Bank,2026-06-26T14:42:54Z
30551,Westmoreland Federal Savings and Loan Association,www.wfsavings.com,168438,122953,-139,Latrobe,Pennsylvania,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
30585,Mayville Savings Bank,http://www.mayvillesavings.com,77774,66988,226,Mayville,Wisconsin,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
30595,F&M Bank and Trust Company,www.bankfm.com,187866,170081,394,Hannibal,Missouri,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
306,Bank of Zachary,www.bankofzachary.com,422161,372032,1011,Zachary,Louisiana,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
30619,"Abbeville First Bank, SSB",www.abbevillefirst.com,137645,113435,289,Abbeville,South Carolina,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
3063,First Pioneer National Bank,www.fpnb.bank,252579,212924,613,Wray,Colorado,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
30637,Greenville Savings Bank,www.greenvillesavings.com,342060,259742,499,Greenville,Pennsylvania,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
30656,North County Savings Bank,www.ncsbank.com,63039,57847,60,Red Bud,Illinois,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
3066,First Financial Bank,www.ffin.com/,15317679,13408107,67785,Abilene,Texas,83,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
3067,"Clear Fork Bank, National Association",www.clearfork.bank,1016278,905116,5694,Albany,Texas,6,Tier 2: Regional Bank,2026-06-26T14:42:54Z
30680,First Shore Federal Savings and Loan Association,www.firstshorefederal.com,361581,299130,574,Salisbury,Maryland,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
30688,Peoples First Savings Bank,www.peoplesfirstohio.com,101584,84942,122,Mason,Ohio,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
30692,"BankPacific, Ltd",www.bankpacific.com,187470,163248,289,Hagatna,Guam,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
307,Landmark Bank,landmarkbankla.com,233304,207924,475,Clinton,Louisiana,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
30704,Magyar Bank,www.magbank.com,1067519,884993,3259,New Brunswick,New Jersey,7,Tier 2: Regional Bank,2026-06-26T14:42:54Z
30707,Equitable Savings and Loan Association,www.equitable-savings.com,171960,131643,62,Sterling,Colorado,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
30722,Universal Bank,https://www.universalbank.com,373408,278512,354,West Covina,California,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
3075,The First National Bank of Anderson,http://www.fnbanderson.com,223921,197446,686,Anderson,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
30776,"Pathward, National Association",http://www.pathward.com,7113101,5854146,73394,Sioux Falls,South Dakota,1,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3078,The First National Bank of Anson,www.fnbanson.com,112634,104572,661,Anson,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
30788,Glacier Bank,www.glacierbank.com,31717351,24944633,87712,Kalispell,Montana,266,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
3079,The First National Bank of Aspermont,http://www.fnbaspermont.com,136438,130617,371,Aspermont,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
30812,First Federal Savings and Loan Association,www.firstwithus.com,377630,270926,409,Pascagoula,Mississippi,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
30819,Community Partners Savings Bank,www.communitypartnerssb.com,293825,230819,248,Salem,Illinois,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
3087,The First National Bank of Ballinger,www.fnbballinger.com,275940,246167,1054,Ballinger,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
30878,Bar Harbor Savings and Loan Association,www.bhsla.com,101589,74030,100,Bar Harbor,Maine,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
30879,"Provident Savings Bank, F.S.B.",www.myprovident.com,1217531,901388,1533,Riverside,California,14,Tier 2: Regional Bank,2026-06-26T14:42:54Z
30889,The Peoples Savings and Loan Company,www.peoplessavingsonline.com,110671,78201,148,West Liberty,Ohio,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
30895,"Fidelity Bank, National Association",www.fidelitybank.com,3345441,2656355,8823,Wichita,Kansas,16,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3091,The First National Bank of Bastrop,www.fnbbastrop.bank,1099263,990765,4540,Bastrop,Texas,7,Tier 2: Regional Bank,2026-06-26T14:42:54Z
30943,Mid-Central National Bank,www.midcentralbank.com,116854,94941,182,Wadena,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
30953,"El Dorado Savings Bank, F.S.B.",http://www.eldoradosavingsbank.com,2472114,2126939,5803,Placerville,California,35,Tier 2: Regional Bank,2026-06-26T14:42:54Z
30969,First FSB of Mascoutah,www.firstfederalmascoutah.com,202890,182290,414,Mascoutah,Illinois,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
30976,Gouverneur Savings and Loan Association,www.gouverneurbank.com,198537,161486,305,Gouverneur,New York,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
3098,Cendera Bank,http://cenderabank.com,228894,200615,135,Bells,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
30987,Spratt Savings Bank,www.sprattsavingsbank.com,150344,119049,63,Chester,South Carolina,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
30996,Cenlar FSB,www.cenlar.com,864520,510850,-979,Ewing,New Jersey,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31028,HomeTown  Bank,www.myht.bank,673088,602879,1216,Carver,Minnesota,11,Tier 1: Community Bank,2026-06-26T14:42:54Z
3103,The State National Bank of Big Spring,www.statenational.bank,615649,553259,2713,Big Spring,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
31043,Interstate Bank,www.isbtexas.bank,292302,273639,918,Perryton,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
31077,First Federal Bank,www.firstfederalbanknc.com,272074,247852,129,Dunn,North Carolina,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
3108,"Legend Bank, N.A.",www.legend.bank,1247150,1114012,5900,Bowie,Texas,15,Tier 2: Regional Bank,2026-06-26T14:42:54Z
31083,Jarrettsville Federal Savings and Loan Association,www.jarrettsvillefederal.com,165246,145208,29,Jarrettsville,Maryland,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31089,"Pickens Savings and Loan Association, FA",www.pickens.bank,135963,115690,242,Pickens,South Carolina,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
3109,The Brady National Bank,www.bradynational.bank,161483,147301,511,Brady,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31090,Blue Grass Federal Savings and Loan Association,bluegrassfederal.bank,57815,39954,38,Paris,Kentucky,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3110,The Commercial National Bank of Brady,http://cnbbrady.com,397152,339202,2822,Brady,Texas,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
31100,Security Federal Bank,www.securityfederalbank.com,1562169,1377437,3056,Aiken,South Carolina,19,Tier 2: Regional Bank,2026-06-26T14:42:54Z
31127,"First Federal Bank, A FSB",www.1stfed.com,178746,112028,366,Tuscaloosa,Alabama,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
3113,The Brenham National Bank,www.bnbank.bank,505644,453920,1570,Brenham,Texas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
31146,Security Federal Savings Bank of McMinnville,www.secfed.net,378520,331323,1443,Mcminnville,Tennessee,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
31158,First Southern Bank,www.fsb-ms.com,309019,264193,1437,Columbia,Mississippi,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
31184,Citizens Savings Bank,citizens-savings.com,358923,304198,146,Clarks Summit,Pennsylvania,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
31189,"Ponce Bank, National Association",www.poncebank.com,3289470,2148171,9347,Bronx,New York,13,Tier 2: Regional Bank,2026-06-26T14:42:54Z
31197,First Federal Savings and Loan Association,www.firstfederalhazard.com,87158,61042,176,Hazard,Kentucky,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31198,"Greeneville Federal Bank, FSB",www.greenevillefederalbank.com,205587,157906,448,Greeneville,Tennessee,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
3121,First Bank,www.firstbankweb.com,689430,591377,2976,Burkburnett,Texas,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
31217,LifeStore Bank,www.golifestore.com,502996,443391,1338,West Jefferson,North Carolina,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
31223,First Harrison Bank,www.firstharrison.com,1281783,1139853,4276,Corydon,Indiana,17,Tier 2: Regional Bank,2026-06-26T14:42:54Z
31232,Highland Federal Savings and Loan Association,www.highlandfederal.com,78805,60131,113,Crossville,Tennessee,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
31236,Hearthside Bank Corporation,www.hearthsidebank.com,591133,530083,1157,Middlesboro,Kentucky,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
3126,"Classic Bank, National Association",www.classic.bank,666463,586614,2934,Cameron,Texas,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
31266,"Jackson Savings Bank, SSB",www.jacksonsavingsbank.com,31181,23980,19,Sylva,North Carolina,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31267,Homewood Federal Savings Bank,www.homewoodfsb.com,65563,48299,12,Baltimore,Maryland,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3127,Citizens National Bank,www.cnbanktexas.com,668018,582102,2634,Cameron,Texas,13,Tier 1: Community Bank,2026-06-26T14:42:54Z
31272,Community Bank,www.community-bank.net,361445,303358,652,Lexington,Tennessee,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
31313,First Federal Bank,www.ffbf.com,4382686,3457456,13259,Lake City,Florida,30,Tier 2: Regional Bank,2026-06-26T14:42:54Z
31329,West Plains Savings and Loan Association,www.westplainssavingsandloan.com,98911,75851,149,West Plains,Missouri,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3133,The First Bank of Celeste,www.fbceleste.com,83716,76375,258,Celeste,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31345,"Hertford Savings Bank, SSB",www.hertfordsavingsbank.com,20416,18195,-15,Hertford,North Carolina,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31361,"Colonial Savings, F.A.",www.gocolonial.com,527923,272762,-4247,Fort Worth,Texas,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
31390,"Axiom Bank, National Association",www.axiombanking.com,774271,679184,-131,Maitland,Florida,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
314,The Mer Rouge State Bank,www.merrougebank.com,49577,43983,129,Mer Rouge,Louisiana,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3140,Citizens Bank,www.gocitizensbank.com,303986,268222,1645,Amarillo,Texas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
31406,First Federal Savings and Loan Association of San Rafael,www.ffsavings.com,219992,176372,53,San Rafael,California,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
31409,First Federal Savings and Loan Association,www.firstfederalmorehead.com,40842,29927,63,Morehead,Kentucky,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31410,"1st Federal Savings Bank of SC, Inc.",www.1stfederalofsc.com,153066,135084,232,Walterboro,South Carolina,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
3144,The City National Bank of Colorado City,www.txcnb.bank,444315,389073,1327,Colorado City,Texas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
31461,Harleysville Bank,www.harleysvillebank.com,958052,708369,4010,Harleysville,Pennsylvania,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
31469,Oriental Bank,http://www.orientalbank.com,11965833,9856845,52967,San Juan,Puerto Rico,45,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
31485,Equitable Bank,www.equitableonline.com,517221,453525,1189,Grand Island,Nebraska,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
31488,Progressive Ozark Bank,www.progressiveozarkbank.com,188235,168410,1005,Salem,Missouri,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
3149,The First National Bank in Cooper,www.fnbcooper.com,58164,50534,138,Cooper,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31516,First Federal Savings Bank,www.firstfederalbanking.com,690336,555382,1407,Rochester,Indiana,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
31539,The Wilmington Savings Bank,www.wilmingtonsavings.com,265141,225531,591,Wilmington,Ohio,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
31545,Central Bank,http://www.CENTRALBANKTN.COM,164253,144947,394,Savannah,Tennessee,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
3158,Citizens National Bank of Crosbyton,www.cnbcrosbyton.com,77857,64299,444,Crosbyton,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3161,Texas Heritage National Bank,www.thnb.bank,943826,797313,3008,Daingerfield,Texas,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
31628,East West Bank,https://www.eastwestbank.com,82474471,69086073,360281,Pasadena,California,98,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
31694,Volunteer Federal Savings Bank,www.volfed.com,396158,353724,872,Madisonville,Tennessee,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
3170,Farmers and Merchants Bank,www.fmbank-tx.com,255908,219760,910,De Leon,Texas,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
31711,RiverBank,eriverbank.com,164754,142792,586,Pocahontas,Arkansas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
31723,"Home Savings Bank, FSB",www.homesavingsbanknky.com,27191,19832,-76,Ludlow,Kentucky,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31762,Greater State Bank,greaterstate.bank,180886,160147,546,Mcallen,Texas,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
31774,Home Federal Savings and Loan Association,www.homefedbamberg.com,39553,33098,24,Bamberg,South Carolina,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3179,The First National Bank of Eagle Lake,www.fnbeaglelake.bank,170691,151347,577,Eagle Lake,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
3182,MapleMark Bank,MapleMarkBank.com,1010629,826262,679,Tulsa,Oklahoma,2,Tier 2: Regional Bank,2026-06-26T14:42:54Z
31823,"Interamerican Bank, A FSB",www.interamericanbank.com,335839,290520,455,Miami,Florida,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
3183,NewFirst National Bank,WWW.NEWFIRST.COM,955986,833246,7679,El Campo,Texas,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
3184,"Lone Oak Bank, National Association",www.loneoakbank.com,119895,101409,1040,Eldorado,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
31840,Financial Federal Bank,www.finfedmem.com,1119899,858567,2871,Memphis,Tennessee,1,Tier 2: Regional Bank,2026-06-26T14:42:54Z
31864,"Grand Bank for Savings, FSB",www.grand.bank,276336,243595,210,Hattiesburg,Mississippi,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3190,The First National Bank of Evant,www.fnbevant.com,192983,173635,1098,Evant,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
31900,CBL State Savings Bank,www.mycbl.bank,188370,122772,74,Greer,South Carolina,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
31905,"Cypress Bank, SSB",www.cypressbanktx.com,231905,185185,346,Pittsburg,Texas,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
31928,First Sentinel Bank,http://www.firstsentinelbank.com,412742,361413,828,Richlands,Virginia,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
3193,The Falls City National Bank,http://www.fcnb.net,598089,501209,2987,Falls City,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
31936,"Fayette Savings Bank, SSB",www.fayettesavings.com,533102,480291,2401,La Grange,Texas,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
31945,TrustCo Bank,www.trustcobank.com,6507414,5652366,16472,Glenville,New York,133,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3197,First Texas National Bank,www.firsttexasnb.com,198033,177398,1234,Floydada,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
31972,First Western Federal Savings Bank,www.fwfsb.com,65524,44039,357,Rapid City,South Dakota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
31994,Slovenian Savings and Loan Association of Franklin-Conemaugh,sloveniansavings.com,180992,168232,47,Conemaugh,Pennsylvania,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
31999,Madison County Bank,www.madisoncountybank.com,603614,486227,2007,Madison,Nebraska,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
32018,"Angelina Savings Bank, SSB",www.angelinabank.com,84762,74817,208,Lufkin,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
32025,United Bank,www.united-bk.com,319452,283991,875,Springdale,Arkansas,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
3206,"Texas Gulf Bank, National Association",www.texasgulfbank.com,722189,634525,1682,Houston,Texas,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
32082,"VIKING BANK, NATIONAL ASSOCIATION",www.viking.bank,312925,266930,1276,Alexandria,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
32084,Grand Savings Bank,www.grandsavingsbank.com,1029895,900312,5476,Grove,Oklahoma,15,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3210,The Moody National Bank,www.moodybank.com,1507059,1282742,2942,Galveston,Texas,14,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32135,"Shelby Savings Bank, SSB",www.shelbysavingsbank.com,455240,365423,1410,Center,Texas,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
3217,First National Bank of Giddings,www.fnbgiddings.com,356696,317356,1211,Giddings,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
3218,The First National Bank of East Texas,www.fnbetx.com,602014,546015,1933,Gilmer,Texas,12,Tier 1: Community Bank,2026-06-26T14:42:54Z
32188,USAA Federal Savings Bank,www.usaa.com,109670000,94938000,224000,Phoenix,Arizona,2,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
3219,"Gilmer National Bank, Gilmer, Texas",www.gnbgilmer.com,376055,342299,674,Gilmer,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
32203,Summit State Bank,http://www.summitstatebank.com,995922,879259,1674,Santa Rosa,California,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
32242,"Liberty Savings Bank, F.S.B.",www.libertysavingsbank.com,1123388,991223,-314,Wilmington,Ohio,6,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32245,"Dollar Bank, Federal Savings Bank",www.dollar.bank,12480067,10163816,18804,Pittsburgh,Pennsylvania,91,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
3225,"Titan Bank, N.A.",www.titanbank.com,890741,783668,26812,Mineral Wells,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
32257,Abacus Federal Savings Bank,www.abacusbank.com,319256,257575,190,New York,New York,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
3226,Ciera Bank,http://www.cierabank.com,969580,848349,4324,Graham,Texas,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
32277,Eastern International Bank,https://www.eibankca.com,124212,86621,110,Los Angeles,California,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
3228,The First National Bank of Granbury,www.fnbgranbury.com,944535,837205,2853,Granbury,Texas,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
32282,Malaga Bank F.S.B.,www.malagabank.com,1442083,940516,6257,Palos Verdes Peninsula,California,5,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32286,Community Savings Bank,www.bankwith-csb.com,111074,83503,87,Bethel,Ohio,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
32292,Woodsfield Savings Bank,www.woodsfieldsavings.com,121834,111408,310,Woodsfield,Ohio,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
32293,Miami Savings Bank,www.miamisavings.bank,131984,101281,308,Miamitown,Ohio,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
32296,Union Savings Bank,www.unionsavings-bank.com,4010571,3485352,22535,Cincinnati,Ohio,39,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3230,Grandview Bank,www.grandviewbank.com,703342,616880,4345,Grandview,Texas,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
32307,Galion Building and Loan Bank,www.gblbank.com,79489,64343,82,Galion,Ohio,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
3232,The Granger National Bank,www.grangernationalbank.com,50327,44084,-84,Granger,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
32348,"Taylorsville Savings Bank, SSB",www.taylorsvillesavings.com,222177,205532,469,Taylorsville,North Carolina,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
32360,"Eastern Savings Bank, FSB",www.easternsavingsbank.com,354023,225419,2126,Hunt Valley,Maryland,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
32363,"Presidential Bank, FSB",www.presidential.com,1022009,907853,349,Bethesda,Maryland,11,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3237,State National Bank,www.snb.bank,60856,53425,185,Groom,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
324,Citizens Bank,www.citizensbk.com,486204,423317,2785,Columbia,Mississippi,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
32441,"United Midwest Savings Bank, National Association",www.umwsb.com,520627,429704,2828,Degraff,Ohio,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
32459,Homeland Federal Savings Bank,www.homelandbank.com,643229,561201,2152,Columbia,Louisiana,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
3248,The First National Bank of Hebbronville,www.fnbhebb.com,99323,86182,308,Hebbronville,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3250,"VeraBank, National Association",www.verabank.com,4530899,3975144,17587,Henderson,Texas,43,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32526,"American Savings Bank, National Association",www.asbhawaii.com,9042709,8237415,28553,Honolulu,Hawaii,35,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32527,BayVanguard Bank,www.bayvanguard.com,901609,686638,1039,Baltimore,Maryland,12,Tier 1: Community Bank,2026-06-26T14:42:54Z
32532,South Georgia Bank,www.southgabank.com,262487,235038,1204,Glennville,Georgia,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
32541,"Flagstar Bank, National Association",www.flagstar.com,87128815,66832203,20863,Hicksville,New York,345,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
3255,The Citizens National Bank of Hillsboro,www.cnbhillsboro.com,226082,208581,625,Hillsboro,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
32551,"LendingClub Bank, National Association",www.lendingclub.com,11845708,10282601,51001,Lehi,Utah,3,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
3256,"Horizon Bank, SSB",www.horizon.bank,2435028,2077026,10525,Austin,Texas,6,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32574,Monet Bank,www.monet.bank,3168602,947311,20028,Plano,Texas,6,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32612,"NATIONAL COOPERATIVE BANK, N.A.",www.ncb.coop,4147953,3543927,14289,Hillsboro,Ohio,1,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32629,First Savings Bank,firstsavingsbanks.com,1588238,1276081,10070,Beresford,South Dakota,24,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32647,Northwest Bank,www.nw.bank,2965709,2611306,9312,Spencer,Iowa,23,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3268,The First National Bank of Hughes Springs,WWW.FNBHS.COM,321576,286961,1892,Hughes Springs,Texas,17,Tier 1: Community Bank,2026-06-26T14:42:54Z
3269,First National Bank of Huntsville,www.fnbhuntsvilletx.bank,586659,505119,2447,Huntsville,Texas,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
327,Merchants and Planters Bank,http://www.mpbank.net,207215,170685,543,Raymond,Mississippi,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
32718,Helm Bank USA,www.helmbankusa.com,1163513,1047178,3189,Miami,Florida,2,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3275,The Jacksboro National Bank,http://www.mybanktexas.com,291491,265307,1036,Jacksboro,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
3276,"Austin Bank, Texas National Association",www.austinbank.com,3267608,2744495,16550,Jacksonville,Texas,39,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32773,Eastern Bank,www.easternbank.com,30620358,25311703,66336,Boston,Massachusetts,142,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
32779,Bank of Marin,www.bankofmarin.com,3913468,3458796,9472,Novato,California,29,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3279,The Karnes County National Bank of Karnes City,www.kcnb.com,579700,528491,631,Karnes City,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
3285,First National Bank Texas,www.1stnb.com,4679568,4143046,12727,Killeen,Texas,358,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3286,"Kleberg  Bank, N.A.",WWW.KLEBERGBANK.COM,743443,662662,2108,Kingsville,Texas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
3289,National Bank & Trust,www.nbt-texas.com,245569,203907,232,La Grange,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
32908,Tustin Community Bank,www.tustin.bank,86207,71352,247,Tustin,California,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
32912,Whitaker Bank,www.whitakerbank.com,1931310,1631125,6820,Lexington,Kentucky,46,Tier 2: Regional Bank,2026-06-26T14:42:54Z
3292,The Lamesa National Bank,www.lamesanb.com,441327,389695,2363,Lamesa,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
3293,First Texas Bank,https://www.firsttexasbank.bank,248881,222013,1142,Lampasas,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
32941,WestStar Bank,WWW.WESTSTARBANK.COM,3174990,2747219,17408,El Paso,Texas,14,Tier 2: Regional Bank,2026-06-26T14:42:54Z
32968,Bank47,www.bank-47.com,87960,78651,-1182,Huntsville,Alabama,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
32974,Gulf Coast Bank and Trust Company,www.gulfbank.com,3714223,3236690,8328,New Orleans,Louisiana,40,Tier 2: Regional Bank,2026-06-26T14:42:54Z
